"Video","Frame","Truth"
"FH504_01",18142,"Negative"
"FH504_01",18143,"Negative"
"FH504_01",18144,"Negative"
"FH504_01",18146,"Negative"
"FH504_01",18148,"Negative"
"FH504_01",18149,"Negative"
"FH504_01",18150,"Negative"
"FH504_01",18151,"Negative"
"FH504_01",18154,"Negative"
"FH504_01",18155,"Negative"
"FH504_01",18157,"Negative"
"FH504_01",18158,"Negative"
"FH504_01",18159,"Negative"
"FH504_01",18160,"Negative"
"FH504_01",18161,"Negative"
"FH504_01",18162,"Negative"
"FH504_01",18163,"Negative"
"FH504_01",18164,"Negative"
"FH504_01",18165,"Negative"
"FH504_01",18166,"Negative"
"FH504_01",18167,"Negative"
"FH504_01",18168,"Negative"
"FH504_01",18170,"Negative"
"FH504_01",18171,"Negative"
"FH504_01",18172,"Negative"
"FH504_01",18173,"Negative"
"FH504_01",18174,"Negative"
"FH504_01",18175,"Negative"
"FH504_01",18176,"Negative"
"FH504_01",18177,"Negative"
"FH504_01",18178,"Negative"
"FH504_01",18179,"Negative"
"FH504_01",18181,"Negative"
"FH504_01",18182,"Negative"
"FH504_01",18184,"Negative"
"FH504_01",18187,"Negative"
"FH504_01",18188,"Negative"
"FH504_01",18189,"Negative"
"FH504_01",18190,"Negative"
"FH504_01",18192,"Negative"
"FH504_01",18194,"Negative"
"FH504_01",18195,"Negative"
"FH504_01",18196,"Negative"
"FH504_01",18197,"Negative"
"FH504_01",18200,"Negative"
"FH504_01",18204,"Negative"
"FH504_01",18208,"Negative"
"FH504_01",18210,"Negative"
"FH504_01",18211,"Negative"
"FH504_01",18212,"Negative"
"FH504_01",18214,"Negative"
"FH504_01",18215,"Negative"
"FH504_01",18216,"Negative"
"FH504_01",18217,"Negative"
"FH504_01",18219,"Negative"
"FH504_01",18221,"Negative"
"FH504_01",18222,"Negative"
"FH504_01",18224,"Negative"
"FH504_01",18226,"Negative"
"FH504_01",18231,"Negative"
"FH504_01",18233,"Negative"
"FH504_01",18235,"Negative"
"FH504_01",18236,"Negative"
"FH504_01",18237,"Negative"
"FH504_01",18241,"Negative"
"FH504_01",18242,"Negative"
"FH504_01",18243,"Negative"
"FH504_01",18244,"Negative"
"FH504_01",18245,"Negative"
"FH504_01",18249,"Negative"
"FH504_01",18250,"Negative"
"FH504_01",18251,"Negative"
"FH504_01",18252,"Negative"
"FH504_01",18253,"Negative"
"FH504_01",18254,"Negative"
"FH504_01",18255,"Negative"
"FH504_01",18256,"Negative"
"FH504_01",18257,"Negative"
"FH504_01",18259,"Negative"
"FH504_01",18260,"Negative"
"FH504_01",18261,"Negative"
"FH504_01",18264,"Negative"
"FH504_01",18267,"Negative"
"FH504_01",18268,"Negative"
"FH504_01",18269,"Negative"
"FH504_01",18270,"Negative"
"FH504_01",18271,"Negative"
"FH504_01",18272,"Negative"
"FH504_01",18274,"Negative"
"FH504_01",18275,"Negative"
"FH504_01",18276,"Negative"
"FH504_01",18277,"Negative"
"FH504_01",18280,"Negative"
"FH504_01",18281,"Negative"
"FH504_01",18282,"Negative"
"FH504_01",18283,"Negative"
"FH504_01",18286,"Negative"
"FH504_01",18289,"Negative"
"FH504_01",18295,"Negative"
"FH504_01",18300,"Negative"
"FH504_01",18303,"Negative"
"FH504_01",18307,"Negative"
"FH504_01",18310,"Negative"
"FH504_01",18312,"Negative"
"FH504_01",18313,"Negative"
"FH504_01",18323,"Negative"
"FH504_01",18324,"Negative"
"FH504_01",18325,"Negative"
"FH504_01",18326,"Negative"
"FH504_01",18328,"Negative"
"FH504_01",18331,"Negative"
"FH504_01",18332,"Negative"
"FH504_01",18333,"Negative"
"FH504_01",18334,"Negative"
"FH504_01",18335,"Negative"
"FH504_01",18336,"Negative"
"FH504_01",18339,"Negative"
"FH504_01",18340,"Negative"
"FH504_01",18343,"Negative"
"FH504_01",18348,"Negative"
"FH504_01",18349,"Negative"
"FH504_01",18353,"Negative"
"FH504_01",18355,"Negative"
"FH504_01",18357,"Negative"
"FH504_01",18358,"Negative"
"FH504_01",18359,"Negative"
"FH504_01",18360,"Negative"
"FH504_01",18363,"Negative"
"FH504_01",18366,"Negative"
"FH504_01",18374,"Negative"
"FH504_01",18382,"Negative"
"FH504_01",18383,"Negative"
"FH504_01",18385,"Negative"
"FH504_01",18386,"Negative"
"FH504_01",18388,"Negative"
"FH504_01",18389,"Negative"
"FH504_01",18391,"Negative"
"FH504_01",18394,"Negative"
"FH504_01",18400,"Negative"
"FH504_01",18402,"Negative"
"FH504_01",18404,"Negative"
"FH504_01",18405,"Negative"
"FH504_01",18407,"Negative"
"FH504_01",18408,"Negative"
"FH504_01",18409,"Negative"
"FH504_01",18411,"Negative"
"FH504_01",18412,"Negative"
"FH504_01",18414,"Negative"
"FH504_01",18415,"Negative"
"FH504_01",18416,"Negative"
"FH504_01",18417,"Negative"
"FH504_01",18418,"Negative"
"FH504_01",18422,"Negative"
"FH504_01",18424,"Negative"
"FH504_01",18436,"Negative"
"FH504_01",18443,"Negative"
"FH504_01",18445,"Negative"
"FH504_01",18446,"Negative"
"FH504_01",18448,"Negative"
"FH504_01",18449,"Negative"
"FH504_01",18450,"Negative"
"FH504_01",18451,"Negative"
"FH504_01",18453,"Negative"
"FH504_01",18454,"Negative"
"FH504_01",18456,"Negative"
"FH504_01",18457,"Negative"
"FH504_01",18458,"Negative"
"FH504_01",18459,"Negative"
"FH504_01",18468,"Negative"
"FH504_01",18471,"Negative"
"FH504_01",18472,"Negative"
"FH504_01",18474,"Negative"
"FH504_01",18481,"Negative"
"FH504_01",18483,"Negative"
"FH504_01",18485,"Negative"
"FH504_01",18486,"Negative"
"FH504_01",18487,"Negative"
"FH504_01",18488,"Negative"
"FH504_01",18491,"Negative"
"FH504_01",18494,"Negative"
"FH504_01",18495,"Negative"
"FH504_01",18496,"Negative"
"FH504_01",18497,"Negative"
"FH504_01",18498,"Negative"
"FH504_01",18499,"Negative"
"FH504_01",18500,"Negative"
"FH504_01",18501,"Negative"
"FH504_01",18502,"Negative"
"FH504_01",18504,"Negative"
"FH504_01",18507,"Negative"
"FH504_01",18509,"Negative"
"FH504_01",18510,"Negative"
"FH504_01",18511,"Negative"
"FH504_01",18512,"Negative"
"FH504_01",18513,"Negative"
"FH504_01",18515,"Negative"
"FH504_01",18516,"Negative"
"FH504_01",18517,"Negative"
"FH504_01",18518,"Negative"
"FH504_01",18519,"Negative"
"FH504_01",18520,"Negative"
"FH504_01",18521,"Negative"
"FH504_01",18522,"Negative"
"FH504_01",18524,"Negative"
"FH504_01",18526,"Negative"
"FH504_01",18527,"Negative"
"FH504_01",18528,"Negative"
"FH504_01",18529,"Negative"
"FH504_01",18530,"Negative"
"FH504_01",18532,"Negative"
"FH504_01",18533,"Negative"
"FH504_01",18534,"Negative"
"FH504_01",18535,"Negative"
"FH504_01",18536,"Negative"
"FH504_01",18537,"Negative"
"FH504_01",18538,"Negative"
"FH504_01",18539,"Negative"
"FH504_01",18540,"Negative"
"FH504_01",18541,"Negative"
"FH504_01",18542,"Negative"
"FH504_01",18543,"Negative"
"FH504_01",18544,"Negative"
"FH504_01",18547,"Negative"
"FH504_01",18549,"Negative"
"FH504_01",18550,"Negative"
"FH504_01",18551,"Negative"
"FH504_01",18552,"Negative"
"FH504_01",18555,"Negative"
"FH504_01",18557,"Negative"
"FH504_01",18558,"Negative"
"FH504_01",18559,"Negative"
"FH504_01",18560,"Negative"
"FH504_01",18562,"Negative"
"FH504_01",18570,"Negative"
"FH504_01",18572,"Negative"
"FH504_01",18574,"Negative"
"FH504_01",18575,"Negative"
"FH504_01",18576,"Negative"
"FH504_01",18577,"Negative"
"FH504_01",18578,"Negative"
"FH504_01",18579,"Negative"
"FH504_01",18580,"Negative"
"FH504_01",18581,"Negative"
"FH504_01",18584,"Negative"
"FH504_01",18586,"Negative"
"FH504_01",18589,"Negative"
"FH504_01",18594,"Negative"
"FH504_01",18595,"Negative"
"FH504_01",18596,"Negative"
"FH504_01",18598,"Negative"
"FH504_01",18599,"Negative"
"FH504_01",18600,"Negative"
"FH504_01",18602,"Negative"
"FH504_01",18603,"Negative"
"FH504_01",18605,"Negative"
"FH504_01",18606,"Negative"
"FH504_01",18608,"Negative"
"FH504_01",18609,"Negative"
"FH504_01",18610,"Negative"
"FH504_01",18611,"Negative"
"FH504_01",18612,"Negative"
"FH504_01",18614,"Negative"
"FH504_01",18617,"Negative"
"FH504_01",18619,"Negative"
"FH504_01",18621,"Negative"
"FH504_01",18622,"Negative"
"FH504_01",18631,"Negative"
"FH504_01",18636,"Negative"
"FH504_01",18637,"Negative"
"FH504_01",18639,"Negative"
"FH504_01",18643,"Negative"
"FH504_01",18645,"Negative"
"FH504_01",18647,"Negative"
"FH504_01",18659,"Negative"
"FH504_01",18662,"Negative"
"FH504_01",18663,"Negative"
"FH504_01",18664,"Negative"
"FH504_01",18665,"Negative"
"FH504_01",18668,"Negative"
"FH504_01",18672,"Negative"
"FH504_01",18675,"Negative"
"FH504_01",18680,"Negative"
"FH504_01",18682,"Negative"
"FH504_01",18683,"Negative"
"FH504_01",18686,"Negative"
"FH504_01",18691,"Negative"
"FH504_01",18692,"Negative"
"FH504_01",18693,"Negative"
"FH504_01",18694,"Negative"
"FH504_01",18695,"Negative"
"FH504_01",18701,"Negative"
"FH504_01",18703,"Negative"
"FH504_01",18705,"Negative"
"FH504_01",18706,"Negative"
"FH504_01",18713,"Negative"
"FH504_01",18714,"Negative"
"FH504_01",18718,"Negative"
"FH504_01",18719,"Negative"
"FH504_01",18720,"Negative"
"FH504_01",18724,"Negative"
"FH504_01",18725,"Negative"
"FH504_01",18727,"Negative"
"FH504_01",18728,"Negative"
"FH504_01",18729,"Negative"
"FH504_01",18730,"Negative"
"FH504_01",18731,"Negative"
"FH504_01",18732,"Negative"
"FH504_01",18733,"Negative"
"FH504_01",18734,"Negative"
"FH504_01",18735,"Negative"
"FH504_01",18736,"Negative"
"FH504_01",18737,"Negative"
"FH504_01",18738,"Negative"
"FH504_01",18739,"Negative"
"FH504_01",18740,"Negative"
"FH504_01",18741,"Negative"
"FH504_01",18743,"Negative"
"FH504_01",18744,"Negative"
"FH504_01",18745,"Negative"
"FH504_01",18746,"Negative"
"FH504_01",18747,"Negative"
"FH504_01",18748,"Negative"
"FH504_01",18749,"Negative"
"FH504_01",18750,"Negative"
"FH504_01",18751,"Negative"
"FH504_01",18756,"Negative"
"FH504_01",18758,"Negative"
"FH504_01",18760,"Negative"
"FH504_01",18762,"Negative"
"FH504_01",18763,"Negative"
"FH504_01",18765,"Negative"
"FH504_01",18766,"Negative"
"FH504_01",18767,"Negative"
"FH504_01",18768,"Negative"
"FH504_01",18769,"Negative"
"FH504_01",18770,"Negative"
"FH504_01",18771,"Negative"
"FH504_01",18772,"Negative"
"FH504_01",18773,"Negative"
"FH504_01",18774,"Negative"
"FH504_01",18775,"Negative"
"FH504_01",18776,"Negative"
"FH504_01",18777,"Negative"
"FH504_01",18778,"Negative"
"FH504_01",18779,"Negative"
"FH504_01",18780,"Negative"
"FH504_01",18781,"Negative"
"FH504_01",18782,"Negative"
"FH504_01",18785,"Negative"
"FH504_01",18786,"Negative"
"FH504_01",18787,"Negative"
"FH504_01",18788,"Negative"
"FH504_01",18789,"Negative"
"FH504_01",18791,"Negative"
"FH504_01",18792,"Negative"
"FH504_01",18793,"Negative"
"FH504_01",18795,"Negative"
"FH504_01",18796,"Negative"
"FH504_01",18797,"Negative"
"FH504_01",18798,"Negative"
"FH504_01",18799,"Negative"
"FH504_01",18800,"Negative"
"FH504_01",18801,"Negative"
"FH504_01",18803,"Negative"
"FH504_01",18804,"Negative"
"FH504_01",18805,"Negative"
"FH504_01",18806,"Negative"
"FH504_01",18808,"Negative"
"FH504_01",18809,"Negative"
"FH504_01",18810,"Negative"
"FH504_01",18811,"Negative"
"FH504_01",18812,"Negative"
"FH504_01",18814,"Negative"
"FH504_01",18815,"Negative"
"FH504_01",18816,"Negative"
"FH504_01",18819,"Negative"
"FH504_01",18820,"Negative"
"FH504_01",18822,"Negative"
"FH504_01",18826,"Negative"
"FH504_01",18828,"Negative"
"FH504_01",18829,"Negative"
"FH504_01",18830,"Negative"
"FH504_01",18831,"Negative"
"FH504_01",18833,"Negative"
"FH504_01",18836,"Negative"
"FH504_01",18837,"Negative"
"FH504_01",18839,"Negative"
"FH504_01",18842,"Negative"
"FH504_01",18843,"Negative"
"FH504_01",18844,"Negative"
"FH504_01",18845,"Negative"
"FH504_01",18847,"Negative"
"FH504_01",18852,"Negative"
"FH504_01",18854,"Negative"
"FH504_01",18857,"Negative"
"FH504_01",18858,"Negative"
"FH504_01",18859,"Negative"
"FH504_01",18861,"Negative"
"FH504_01",18870,"Negative"
"FH504_01",18873,"Negative"
"FH504_01",18874,"Negative"
"FH504_01",18886,"Negative"
"FH504_01",18889,"Negative"
"FH504_01",18890,"Negative"
"FH504_01",18897,"Negative"
"FH504_01",18902,"Negative"
"FH504_01",18903,"Negative"
"FH504_01",18907,"Negative"
"FH504_01",18908,"Negative"
"FH504_01",18909,"Negative"
"FH504_01",18910,"Negative"
"FH504_01",18911,"Negative"
"FH504_01",18912,"Negative"
"FH504_01",18913,"Negative"
"FH504_01",18917,"Negative"
"FH504_01",18918,"Negative"
"FH504_01",18919,"Negative"
"FH504_01",18923,"Negative"
"FH504_01",18925,"Negative"
"FH504_01",18926,"Negative"
"FH504_01",18929,"Negative"
"FH504_01",18930,"Negative"
"FH504_01",18931,"Negative"
"FH504_01",18932,"Negative"
"FH504_01",18934,"Negative"
"FH504_01",18936,"Negative"
"FH504_01",18938,"Negative"
"FH504_01",18940,"Negative"
"FH504_01",18941,"Negative"
"FH504_01",18942,"Negative"
"FH504_01",18947,"Negative"
"FH504_01",18953,"Negative"
"FH504_01",18955,"Negative"
"FH504_01",18956,"Negative"
"FH504_01",18957,"Negative"
"FH504_01",18958,"Negative"
"FH504_01",18959,"Negative"
"FH504_01",18960,"Negative"
"FH504_01",18964,"Negative"
"FH504_01",18966,"Negative"
"FH504_01",18967,"Negative"
"FH504_01",18969,"Negative"
"FH504_01",18970,"Negative"
"FH504_01",18971,"Negative"
"FH504_01",18973,"Negative"
"FH504_01",18974,"Negative"
"FH504_01",18976,"Negative"
"FH504_01",18977,"Negative"
"FH504_01",18980,"Negative"
"FH504_01",18981,"Negative"
"FH504_01",18983,"Negative"
"FH504_01",18991,"Negative"
"FH504_01",18992,"Negative"
"FH504_01",18993,"Negative"
"FH504_01",19025,"Negative"
"FH504_01",19026,"Negative"
"FH504_01",19028,"Negative"
"FH504_01",19029,"Negative"
"FH504_01",19031,"Negative"
"FH504_01",19034,"Negative"
"FH504_01",19037,"Negative"
"FH504_01",19038,"Negative"
"FH504_01",19039,"Negative"
"FH504_01",19048,"Negative"
"FH504_01",19049,"Negative"
"FH504_01",19053,"Negative"
"FH504_01",19054,"Negative"
"FH504_01",19064,"Negative"
"FH504_01",19070,"Negative"
"FH504_01",19089,"Negative"
"FH504_01",19090,"Negative"
"FH504_01",19091,"Negative"
"FH504_01",19092,"Negative"
"FH504_01",19093,"Negative"
"FH504_01",19094,"Negative"
"FH504_01",19096,"Negative"
"FH504_01",19097,"Negative"
"FH504_01",19098,"Negative"
"FH504_01",19103,"Negative"
"FH504_01",19104,"Negative"
"FH504_01",19106,"Negative"
"FH504_01",19110,"Negative"
"FH504_01",19112,"Negative"
"FH504_01",19115,"Negative"
"FH504_01",19118,"Negative"
"FH504_01",19119,"Negative"
"FH504_01",19143,"Negative"
"FH504_01",19146,"Negative"
"FH504_01",19170,"Negative"
"FH504_01",19181,"Negative"
"FH504_01",19182,"Negative"
"FH504_01",19184,"Negative"
"FH504_01",19187,"Negative"
"FH504_01",19188,"Negative"
"FH504_01",19189,"Negative"
"FH504_01",19190,"Negative"
"FH504_01",19191,"Negative"
"FH504_01",19192,"Negative"
"FH504_01",19196,"Negative"
"FH504_01",19197,"Negative"
"FH504_01",19198,"Negative"
"FH504_01",19199,"Negative"
"FH504_01",19201,"Negative"
"FH504_01",19202,"Negative"
"FH504_01",19206,"Negative"
"FH504_01",19207,"Negative"
"FH504_01",19208,"Negative"
"FH504_01",19212,"Negative"
"FH504_01",19213,"Negative"
"FH504_01",19214,"Negative"
"FH504_01",19216,"Negative"
"FH504_01",19217,"Negative"
"FH504_01",19218,"Negative"
"FH504_01",19222,"Negative"
"FH504_01",19230,"Negative"
"FH504_01",19232,"Negative"
"FH504_01",19233,"Negative"
"FH504_01",19235,"Negative"
"FH504_01",19236,"Negative"
"FH504_01",19237,"Negative"
"FH504_01",19238,"Negative"
"FH504_01",19240,"Negative"
"FH504_01",19241,"Negative"
"FH504_01",19242,"Negative"
"FH504_01",19244,"Negative"
"FH504_01",19245,"Negative"
"FH504_01",19246,"Negative"
"FH504_01",19248,"Negative"
"FH504_01",19249,"Negative"
"FH504_01",19250,"Negative"
"FH504_01",19251,"Negative"
"FH504_01",19254,"Negative"
"FH504_01",19257,"Negative"
"FH504_01",19265,"Negative"
"FH504_01",19266,"Negative"
"FH504_01",19268,"Negative"
"FH504_01",19269,"Negative"
"FH504_01",19271,"Negative"
"FH504_01",19272,"Negative"
"FH504_01",19273,"Negative"
"FH504_01",19274,"Negative"
"FH504_01",19276,"Negative"
"FH504_01",19283,"Negative"
"FH504_01",19284,"Negative"
"FH504_01",19285,"Negative"
"FH504_01",19286,"Negative"
"FH504_01",19288,"Negative"
"FH504_01",19289,"Negative"
"FH504_01",19297,"Negative"
"FH504_01",19302,"Negative"
"FH504_01",19303,"Negative"
"FH504_01",19304,"Negative"
"FH504_01",19305,"Negative"
"FH504_01",19306,"Negative"
"FH504_01",19308,"Negative"
"FH504_01",19315,"Negative"
"FH504_01",19328,"Negative"
"FH504_01",19331,"Negative"
"FH504_01",19334,"Negative"
"FH504_01",19335,"Negative"
"FH504_01",19339,"Negative"
"FH504_01",19342,"Negative"
"FH504_01",19344,"Negative"
"FH504_01",19345,"Negative"
"FH504_01",19347,"Negative"
"FH504_01",19349,"Negative"
"FH504_01",19350,"Negative"
"FH504_01",19351,"Negative"
"FH504_01",19352,"Negative"
"FH504_01",19353,"Negative"
"FH504_01",19354,"Negative"
"FH504_01",19355,"Negative"
"FH504_01",19356,"Negative"
"FH504_01",19357,"Negative"
"FH504_01",19362,"Negative"
"FH504_01",19363,"Negative"
"FH504_01",19365,"Negative"
"FH504_01",19377,"Negative"
"FH504_01",19379,"Negative"
"FH504_01",19380,"Negative"
"FH504_01",19381,"Negative"
"FH504_01",19382,"Negative"
"FH504_01",19383,"Negative"
"FH504_01",19384,"Negative"
"FH504_01",19385,"Negative"
"FH504_01",19386,"Negative"
"FH504_01",19387,"Negative"
"FH504_01",19391,"Negative"
"FH504_01",19393,"Negative"
"FH504_01",19394,"Negative"
"FH504_01",19395,"Negative"
"FH504_01",19396,"Negative"
"FH504_01",19397,"Negative"
"FH504_01",19398,"Negative"
"FH504_01",19401,"Negative"
"FH504_01",19402,"Negative"
"FH504_01",19403,"Negative"
"FH504_01",19404,"Negative"
"FH504_01",19405,"Negative"
"FH504_01",19411,"Negative"
"FH504_01",19412,"Negative"
"FH504_01",19414,"Negative"
"FH504_01",19415,"Negative"
"FH504_01",19417,"Negative"
"FH504_01",19419,"Negative"
"FH504_01",19421,"Negative"
"FH504_01",19422,"Negative"
"FH504_01",19423,"Negative"
"FH504_01",19425,"Negative"
"FH504_01",19427,"Negative"
"FH504_01",19429,"Negative"
"FH504_01",19430,"Negative"
"FH504_01",19432,"Negative"
"FH504_01",19433,"Negative"
"FH504_01",19434,"Negative"
"FH504_01",19437,"Negative"
"FH504_01",19438,"Negative"
"FH504_01",19439,"Negative"
"FH504_01",19440,"Negative"
"FH504_01",19441,"Negative"
"FH504_01",19442,"Negative"
"FH504_01",19443,"Negative"
"FH504_01",19445,"Negative"
"FH504_01",19446,"Negative"
"FH504_01",19447,"Negative"
"FH504_01",19449,"Negative"
"FH504_01",19450,"Negative"
"FH504_01",19451,"Negative"
"FH504_01",19452,"Negative"
"FH504_01",19453,"Negative"
"FH504_01",19455,"Negative"
"FH504_01",19457,"Negative"
"FH504_01",19458,"Negative"
"FH504_01",19459,"Negative"
"FH504_01",19460,"Negative"
"FH504_01",19461,"Negative"
"FH504_01",19462,"Negative"
"FH504_01",19463,"Negative"
"FH504_01",19464,"Negative"
"FH504_01",19465,"Negative"
"FH504_01",19466,"Negative"
"FH504_01",19467,"Negative"
"FH504_01",19468,"Negative"
"FH504_01",19469,"Negative"
"FH504_01",19470,"Negative"
"FH504_01",19471,"Negative"
"FH504_01",19472,"Negative"
"FH504_01",19473,"Negative"
"FH504_01",19474,"Negative"
"FH504_01",19476,"Negative"
"FH504_01",19477,"Negative"
"FH504_01",19478,"Negative"
"FH504_01",19480,"Negative"
"FH504_01",19481,"Negative"
"FH504_01",19482,"Negative"
"FH504_01",19483,"Negative"
"FH504_01",19485,"Negative"
"FH504_01",19486,"Negative"
"FH504_01",19487,"Negative"
"FH504_01",19488,"Negative"
"FH504_01",19489,"Negative"
"FH504_01",19490,"Negative"
"FH504_01",19491,"Negative"
"FH504_01",19492,"Negative"
"FH504_01",19493,"Negative"
"FH504_01",19494,"Negative"
"FH504_01",19495,"Negative"
"FH504_01",19496,"Negative"
"FH504_01",19497,"Negative"
"FH504_01",19498,"Negative"
"FH504_01",19499,"Negative"
"FH504_01",19500,"Negative"
"FH504_01",19501,"Negative"
"FH504_01",19502,"Negative"
"FH504_01",19503,"Negative"
"FH504_01",19504,"Negative"
"FH504_01",19505,"Negative"
"FH504_01",19507,"Negative"
"FH504_01",19508,"Negative"
"FH504_01",19509,"Negative"
"FH504_01",19510,"Negative"
"FH504_01",19511,"Negative"
"FH504_01",19512,"Negative"
"FH504_01",19513,"Negative"
"FH504_01",19515,"Negative"
"FH504_01",19516,"Negative"
"FH504_01",19517,"Negative"
"FH504_01",19518,"Negative"
"FH504_01",19519,"Negative"
"FH504_01",19520,"Negative"
"FH504_01",19521,"Negative"
"FH504_01",19522,"Negative"
"FH504_01",19523,"Negative"
"FH504_01",19524,"Negative"
"FH504_01",19525,"Negative"
"FH504_01",19529,"Negative"
"FH504_01",19530,"Negative"
"FH504_01",19531,"Negative"
"FH504_01",19532,"Negative"
"FH504_01",19533,"Negative"
"FH504_01",19535,"Negative"
"FH504_01",19536,"Negative"
"FH504_01",19537,"Negative"
"FH504_01",19538,"Negative"
"FH504_01",19539,"Negative"
"FH504_01",19540,"Negative"
"FH504_01",19541,"Negative"
"FH504_01",19543,"Negative"
"FH504_01",19544,"Negative"
"FH504_01",19545,"Negative"
"FH504_01",19546,"Negative"
"FH504_01",19548,"Negative"
"FH504_01",19550,"Negative"
"FH504_01",19551,"Negative"
"FH504_01",19553,"Negative"
"FH504_01",19554,"Negative"
"FH504_01",19555,"Negative"
"FH504_01",19558,"Negative"
"FH504_01",19559,"Negative"
"FH504_01",19560,"Negative"
"FH504_01",19561,"Negative"
"FH504_01",19563,"Negative"
"FH504_01",19564,"Negative"
"FH504_01",19565,"Negative"
"FH504_01",19567,"Negative"
"FH504_01",19568,"Negative"
"FH504_01",19569,"Negative"
"FH504_01",19570,"Negative"
"FH504_01",19571,"Negative"
"FH504_01",19572,"Negative"
"FH504_01",19573,"Negative"
"FH504_01",19574,"Negative"
"FH504_01",19575,"Negative"
"FH504_01",19576,"Negative"
"FH504_01",19577,"Negative"
"FH504_01",19579,"Negative"
"FH504_01",19580,"Negative"
"FH504_01",19581,"Negative"
"FH504_01",19582,"Negative"
"FH504_01",19583,"Negative"
"FH504_01",19585,"Negative"
"FH504_01",19586,"Negative"
"FH504_01",19587,"Negative"
"FH504_01",19588,"Negative"
"FH504_01",19589,"Negative"
"FH504_01",19590,"Negative"
"FH504_01",19591,"Negative"
"FH504_01",19592,"Negative"
"FH504_01",19594,"Negative"
"FH504_01",19596,"Negative"
"FH504_01",19597,"Negative"
"FH504_01",19598,"Negative"
"FH504_01",19600,"Negative"
"FH504_01",19601,"Negative"
"FH504_01",19603,"Negative"
"FH504_01",19605,"Negative"
"FH504_01",19607,"Negative"
"FH504_01",19608,"Negative"
"FH504_01",19609,"Negative"
"FH504_01",19610,"Negative"
"FH504_01",19612,"Negative"
"FH504_01",19613,"Negative"
"FH504_01",19614,"Negative"
"FH504_01",19615,"Negative"
"FH504_01",19616,"Negative"
"FH504_01",19617,"Negative"
"FH504_01",19619,"Negative"
"FH504_01",19620,"Negative"
"FH504_01",19622,"Negative"
"FH504_01",19623,"Negative"
"FH504_01",19625,"Negative"
"FH504_01",19627,"Negative"
"FH504_01",19629,"Negative"
"FH504_01",19630,"Negative"
"FH504_01",19631,"Negative"
"FH504_01",19633,"Negative"
"FH504_01",19634,"Negative"
"FH504_01",19636,"Negative"
"FH504_01",19638,"Negative"
"FH504_01",19639,"Negative"
"FH504_01",19640,"Negative"
"FH504_01",19641,"Negative"
"FH504_01",19642,"Negative"
"FH504_01",19643,"Negative"
"FH504_01",19644,"Negative"
"FH504_01",19645,"Negative"
"FH504_01",19646,"Negative"
"FH504_01",19647,"Negative"
"FH504_01",19648,"Negative"
"FH504_01",19649,"Negative"
"FH504_01",19650,"Negative"
"FH504_01",19651,"Negative"
"FH504_01",19652,"Negative"
"FH504_01",19653,"Negative"
"FH504_01",19654,"Negative"
"FH504_01",19655,"Negative"
"FH504_01",19656,"Negative"
"FH504_01",19657,"Negative"
"FH504_01",19659,"Negative"
"FH504_01",19661,"Negative"
"FH504_01",19662,"Negative"
"FH504_01",19663,"Negative"
"FH504_01",19664,"Negative"
"FH504_01",19665,"Negative"
"FH504_01",19666,"Negative"
"FH504_01",19667,"Negative"
"FH504_01",19668,"Negative"
"FH504_01",19669,"Negative"
"FH504_01",19670,"Negative"
"FH504_01",19671,"Negative"
"FH504_01",19672,"Negative"
"FH504_01",19673,"Negative"
"FH504_01",19678,"Negative"
"FH504_01",19679,"Negative"
"FH504_01",19680,"Negative"
"FH504_01",19681,"Negative"
"FH504_01",19682,"Negative"
"FH504_01",19683,"Negative"
"FH504_01",19684,"Negative"
"FH504_01",19685,"Negative"
"FH504_01",19686,"Negative"
"FH504_01",19687,"Negative"
"FH504_01",19690,"Negative"
"FH504_01",19692,"Negative"
"FH504_01",19694,"Negative"
"FH504_01",19696,"Negative"
"FH504_01",19697,"Negative"
"FH504_01",19701,"Negative"
"FH504_01",19703,"Negative"
"FH504_01",19704,"Negative"
"FH504_01",19705,"Negative"
"FH504_01",19707,"Negative"
"FH504_01",19708,"Negative"
"FH504_01",19711,"Negative"
"FH504_01",19717,"Negative"
"FH504_01",19727,"Negative"
"FH504_01",19728,"Negative"
"FH504_01",19733,"Negative"
"FH504_01",19738,"Negative"
"FH504_01",19741,"Negative"
"FH504_01",19743,"Negative"
"FH504_01",19748,"Negative"
"FH504_01",19751,"Negative"
"FH504_01",19753,"Negative"
"FH504_01",19755,"Negative"
"FH504_01",19756,"Negative"
"FH504_01",19758,"Negative"
"FH504_01",19762,"Negative"
"FH504_01",19763,"Negative"
"FH504_01",19764,"Negative"
"FH504_01",19767,"Negative"
"FH504_01",19768,"Negative"
"FH504_01",19770,"Negative"
"FH504_01",19772,"Negative"
"FH504_01",19773,"Negative"
"FH504_01",19774,"Negative"
"FH504_01",19775,"Negative"
"FH504_01",19776,"Negative"
"FH504_01",19778,"Negative"
"FH504_01",19779,"Negative"
"FH504_01",19780,"Negative"
"FH504_01",19781,"Negative"
"FH504_01",19782,"Negative"
"FH504_01",19783,"Negative"
"FH504_01",19784,"Negative"
"FH504_01",19785,"Negative"
"FH504_01",19787,"Negative"
"FH504_01",19788,"Negative"
"FH504_01",19789,"Negative"
"FH504_01",19790,"Negative"
"FH504_01",19794,"Negative"
"FH504_01",19795,"Negative"
"FH504_01",19797,"Negative"
"FH504_01",19798,"Negative"
